"Date","Region","Place","Trigger","Trigger..additional.info","Weak.Layer","Depth","Width","Vertical","Aspect","Elevation","Coordinates","Caught","Carried","Buried...Partly","Buried...Fully","Injured","Killed"
"2019-04-10","Salt Lake","Chicken Sh#! Ridge","Skier","","","6""","50'","","East","10,000'","",NA,NA,NA,NA,NA,NA
"2019-04-10","Salt Lake","Catchers Mit","Natural","","","10""","30'","","East","9,600'","40.626102775762, -111.664583074150",NA,NA,NA,NA,NA,NA
"2019-04-11","Salt Lake","Scotties Bowl","Skier","","","2'","70'","","North","9,800'","40.563710186148, -111.676605989130",NA,1,NA,NA,NA,NA
"2019-04-11","Salt Lake","Butler Basin","Snowboarder","","","12""","30'","","East","9,800'","40.667521078724, -111.680724608000",NA,NA,NA,NA,NA,NA
"2019-04-11","Provo","Mill Canyon Peak","Skier","","","4""","20'","","Southwest","7,900'","40.494236792775, -111.622810350970",NA,NA,NA,NA,NA,NA
"2019-04-12","Salt Lake","Y Coulior","Skier","","","15""","","","North","7,500'","",NA,1,NA,NA,NA,NA
"2019-04-12","Salt Lake","Superior","Snowboarder","","","6""","60'","","Southeast","10,800'","40.590618742883, -111.665891992170",NA,NA,NA,NA,NA,NA
"2019-04-12","Salt Lake","Key hole","Skier","Intentionally Triggered","New Snow/Old Snow Interface","18""","60'","400'","North","10,300'","",NA,NA,NA,NA,NA,NA
"2019-04-13","Salt Lake","Blue Ice","Natural","","","","100'","","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2019-04-13","Salt Lake","Big Willow","Skier","","","4'","400'","","North","10,600'","",NA,1,NA,NA,NA,NA
"2019-04-14","Salt Lake","Y Coulior","Natural","","","6""","10'","","North","7,500'","",NA,NA,NA,NA,NA,NA
"2019-04-09","Salt Lake","Memorials","Natural","","","","","","Northeast","","40.665754630308, -111.768454971000",NA,NA,NA,NA,NA,NA
"2019-04-13","Salt Lake","Mill B South","Natural","","","10""","50'","","South","9,000'","",NA,NA,NA,NA,NA,NA
"2019-04-14","Salt Lake","Jupiter","Skier","","","20""","125'","","North","10,000'","40.294060705765, -110.775146471690",NA,NA,NA,NA,NA,NA
"2019-04-15","Salt Lake","Greaseball","Skier","","","12""","30'","","Northwest","10,200'","40.626933347995, -111.668107496800",NA,NA,NA,NA,NA,NA
"2019-04-16","Salt Lake","Main Days","Skier","","","8""","800'","","North","10,500'","40.604919184856, -111.644117819380",NA,2,NA,NA,NA,NA
"2019-04-16","Salt Lake","West Monitor","Skier","Intentionally Triggered","New Snow/Old Snow Interface","12""","30'","800'","Northeast","10,100'","",NA,NA,NA,NA,NA,NA
"2019-04-17","Salt Lake","Kessler","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","5""","40'","700'","North","10,000'","",1,1,NA,NA,NA,NA
"2019-04-16","Salt Lake","Dry Fork of AF","Snowboarder","","","2""","35'","","Northeast","10,000'","40.573419616582, -111.598348101840",NA,NA,NA,NA,NA,NA
"2019-04-15","Salt Lake","Coalpit 4","Natural","","","","30'","","North","7,000'","",NA,NA,NA,NA,NA,NA
"2019-04-17","Salt Lake","Cardiac Ridge","Natural","","New Snow/Old Snow Interface","12""","45'","1,000'","East","10,900'","",NA,NA,NA,NA,NA,NA
"2019-04-16","Salt Lake","Red Baldy","Natural","","New Snow/Old Snow Interface","12""","100'","1,000'","South","11,000'","40.538346003130, -111.666219221650",NA,NA,NA,NA,NA,NA
"2019-04-18","Ogden","Ogden Mountains","Natural","","","","","","Southwest","9,900'","41.188731006647, -111.912918077980",NA,NA,NA,NA,NA,NA
"2019-04-19","Salt Lake","Wolverine Cirque","Skier","","","","20'","","Northeast","10,500'","",NA,1,NA,NA,NA,NA
"2019-04-19","Logan","Mendon Peak","Skier","Unintentionally Triggered","Wet grains","","","","East","7,900'","41.684963644207, -112.022824274560",NA,NA,NA,NA,NA,NA
"2019-04-18","Ogden","Banana Chute","Natural","","","","","","North","9,300'","41.211769936412, -111.892055856260",NA,NA,NA,NA,NA,NA
"2019-04-18","Provo","Timpanookee Road","Unknown","","","","","","East","8,500'","",NA,NA,NA,NA,NA,NA
"2019-04-23","Salt Lake","Alta Periphery","Skier","","","18""","200'","","West","10,000'","",NA,NA,NA,NA,NA,NA
"2019-03-15","Provo","Mt Nebo","Unknown","","","","","","North","9,000'","39.783307235227, -111.798743481030",NA,NA,NA,NA,NA,NA
"2019-04-05","Skyline","Forks of the Huntington","Natural","","Facets","","","","Northeast","8,400'","39.497604419549, -111.160655008920",NA,NA,NA,NA,NA,NA
"2019-04-09","Skyline","Chute Camp Site","Natural","","Facets","5'","3,500'","700'","Northeast","9,200'","39.567046381115, -111.186318384780",NA,NA,NA,NA,NA,NA
"2019-04-26","Uintas","Hayden Peak","Natural","","Facets","5'","200'","450'","Southwest","11,300'","40.722140283671, -110.846578330550",NA,NA,NA,NA,NA,NA
"2019-05-01","Logan","Gibson Lakes Area","Natural","","","","","","East","9,300'","42.039819287750, -111.644901024390",NA,NA,NA,NA,NA,NA
"2019-05-18","Uintas","Uintas","Unknown","","","","300'","","Southwest","","40.718180096780, -110.841751085930",NA,NA,NA,NA,NA,NA
"2019-05-19","Salt Lake","Mineral Fork","","","","","","","East","9,500'","40.686756213432, -111.752414690550",NA,NA,NA,NA,NA,NA
"2019-05-22","Salt Lake","Superior","Skier","","","20""","60'","","Southeast","10,800'","40.590525049551, -111.661477076120",1,1,NA,NA,NA,NA
"2019-05-23","Salt Lake","Banana Days","Skier","Intentionally Triggered","","8""","70'","","Northeast","10,200'","",NA,NA,NA,NA,NA,NA
"2019-05-23","Salt Lake","Superior","Skier","Remotely Triggered","Density Change","12""","150'","600'","North","10,800'","40.592372413397, -111.665285812930",2,2,NA,NA,NA,NA
"2019-05-24","Salt Lake","Albion Basin","Skier","","","10""","30'","","North","9,800'","40.569860426944, -111.617467390610",NA,NA,NA,NA,NA,NA
"2019-05-24","Salt Lake","Lone Pine","Skier","Unintentionally Triggered","","6""","","","Northeast","9,500'","40.583085685613, -111.633907990760",1,1,1,NA,NA,NA
"2019-05-24","Salt Lake","Devils Castle","Skier","Remotely Triggered","","2'","500'","","Northeast","9,200'","40.567529552401, -111.620294438910",NA,NA,NA,NA,NA,NA
"2019-05-24","Salt Lake","East Castle","Skier","Remotely Triggered","","10""","200'","","North","10,700'","40.568902822224, -111.612070786100",NA,2,NA,NA,NA,NA
"2019-05-24","Salt Lake","Rocky Point","Skier","Intentionally Triggered","","6""","","","Northeast","10,400'","",NA,NA,NA,NA,NA,NA
"2019-05-24","Salt Lake","Y Coulior","Natural","","","","","","North","9,000'","40.559982177885, -111.726536737980",NA,NA,NA,NA,NA,NA
"2019-06-01","Salt Lake","Hypodermic Needle","Skier","Unintentionally Triggered","","8""","","","East","","",1,1,1,NA,NA,NA
"2019-06-03","Salt Lake","Sugarloaf","Natural","Cornice Triggered","","8""","","","Northeast","11,000'","40.565806048708, -111.624996351310",NA,NA,NA,NA,NA,NA
"2019-06-06","Uintas","Kletting/Hayden Peaks","Natural","","","2.5'","400'","","West","11,500'","40.765231779540, -110.859603869130",NA,NA,NA,NA,NA,NA
"2019-06-07","Uintas","Hayden Peak","Natural","","","2.5'","400'","","East","11,700'","40.733210077639, -110.845034109780",NA,NA,NA,NA,NA,NA
"2019-10-27","Salt Lake","Cardiac Ridge","Natural","","New Snow/Old Snow Interface","10""","30'","1,000'","East","10,900'","",NA,NA,NA,NA,NA,NA
"2019-10-29","Salt Lake","Gunsight","Skier","Unintentionally Triggered","","14""","5'","","Northeast","10,100'","40.580576005808, -111.630956890300",1,1,NA,NA,NA,NA
"2019-11-25","Salt Lake","Hidden Canyon","Skier","","Facets","6""","20'","","Northeast","9,900'","40.594583896954, -111.563812736420",NA,NA,NA,NA,NA,NA
"2019-11-27","Salt Lake","Catherine's Pass","Natural","","","2'","150'","","East","10,000'","",NA,NA,NA,NA,NA,NA
"2019-11-27","Salt Lake","Silver Fork Headwall","Skier","Remotely Triggered","","12""","30'","200'","North","9,900'","40.598793591676, -111.629097985860",NA,NA,NA,NA,NA,NA
"2019-11-27","Salt Lake","Davenport Hill","Snowboarder","Intentionally Triggered","","12""","15'","","Northeast","10,000'","40.599754841604, -111.620321797970",NA,NA,NA,NA,NA,NA
"2019-11-28","Salt Lake","Scotts Bluff","Natural","Repeater","Facets","","","350'","North","9,800'","",NA,NA,NA,NA,NA,NA
"2019-11-28","Salt Lake","South Monitor Bowl","Skier","Unintentionally Triggered","Facets","3'","400'","","North","9,400'","",NA,NA,NA,NA,NA,NA
"2019-11-28","Salt Lake","East Bowl","","","Facets","3'","50'","200'","Northeast","9,900'","40.599747102682, -111.619677530840",NA,NA,NA,NA,NA,NA
"2019-11-28","Salt Lake","Hidden Canyon","Skier","","","16""","200'","","North","9,600'","40.604145867176, -111.567535387600",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Patsy Marly","Natural","","","12""","100'","","Northeast","10,000'","40.597009947574, -111.614484774190",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Patsy Marly","Natural","","","3.5'","250'","","East","10,800'","",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","10420","Skier","","","2.5'","30'","","Northeast","9,800'","",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Patsy Marly","Natural","","","","","","North","10,300'","40.590612932802, -111.611489199540",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Pioneer Bowl","Natural","","Depth Hoar","","","","Northeast","9,800'","40.582146846487, -111.585234702070",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Hidden Canyon","Natural","","","20""","400'","","North","","40.604080702407, -111.566419588650",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Two Dogs","Skier","Cornice Triggered","Facets","2.5'","125'","","North","10,200'","40.599633056791, -111.642808901380",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Days Headwall","Skier","Remotely Triggered","","2.5'","250'","","North","10,100'","40.599844856150, -111.638989435760",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Silver Fork Headwall","Skier","Remotely Triggered","Facets","2'","80'","","North","10,000'","",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Great White Icicle","Hiker","","","6""","20'","","North","","",NA,NA,NA,NA,NA,NA
"2019-11-30","Salt Lake","Scotts Bluff","Natural","","Facets","2'","200'","500'","North","10,000'","",NA,NA,NA,NA,NA,NA
"2019-11-30","Salt Lake","Monitors","Natural","","Facets","","400'","800'","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2019-11-30","Salt Lake","No Name Bowl","Skier","Remotely Triggered","Facets","3.5'","500'","800'","Northeast","9,600'","",NA,NA,NA,NA,NA,NA
"2019-11-30","Salt Lake","Pioneer Ridge","Unknown","","Facets","","1,000'","","Northeast","10,200'","40.582132853578, -111.587780701240",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Murdock Peak","Natural","","Density Change","18""","500'","500'","North","9,400'","",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Georges Bowl","Natural","","","2'","","","Northeast","9,800'","",NA,NA,NA,NA,NA,NA
"2019-11-30","Skyline","Meadow Fork","Skier","Remotely Triggered","Facets","3'","150'","150'","North","10,000'","39.438043012891, -111.369931685080",NA,NA,NA,NA,NA,NA
"2019-11-30","Skyline","Main Bowl","Snowmobiler","Remotely Triggered","Facets","2.5'","90'","125'","Northeast","10,200'","39.505286831777, -111.317982660890",NA,NA,NA,NA,NA,NA
"2019-11-30","Salt Lake","Cardiac Ridge","Natural","","Facets","","","","East","10,400'","",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","East Hellgate","Natural","","","","","","East","9,600'","",NA,NA,NA,NA,NA,NA
"2019-12-01","Skyline","Cedar Creek","Skier","Remotely Triggered","Facets","3'","200'","","North","9,800'","39.457286541874, -111.374373423200",NA,NA,NA,NA,NA,NA
"2019-11-30","Skyline","Knob Mountain","Natural","","Facets","3'","300'","300'","North","10,000'","39.452896032429, -111.377806650730",NA,NA,NA,NA,NA,NA
"2019-11-30","Moab","Moab","Unknown","","","12""","200'","","Northeast","11,500'","38.517540247389, -109.216190266060",NA,NA,NA,NA,NA,NA
"2019-11-28","Salt Lake","High Ivory","Natural","","Facets","","","","Southeast","10,400'","",NA,NA,NA,NA,NA,NA
"2019-11-28","Salt Lake","Cardiac Ridge","Natural","","Facets","","","","Southeast","10,400'","",NA,NA,NA,NA,NA,NA
"2019-11-29","Uintas","Moffit Basin","Natural","","Ground Interface","3'","1,000'","400'","Northeast","10,600'","40.840664705822, -111.018455015800",NA,NA,NA,NA,NA,NA
"2019-12-01","Logan","Diamond","Natural","","New Snow/Old Snow Interface","12""","300'","200'","Northwest","9,500'","41.711070325362, -111.721177328130",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Hidden Canyon","Skier","","","20""","400'","","Northeast","9,500'","40.599645021436, -111.570044929390",NA,NA,NA,NA,NA,NA
"2019-11-30","Salt Lake","Mill A","Natural","","Facets","3'","200'","","Northeast","9,200'","40.678848022778, -111.685874449320",NA,NA,NA,NA,NA,NA
"2019-12-02","Skyline","Eliza Fork","Skier","Intentionally Triggered","Facets","2.5'","150'","600'","Northeast","10,400'","39.445599442625, -111.352207647910",NA,NA,NA,NA,NA,NA
"2019-12-02","Salt Lake","Hidden Canyon","Snowboarder","","","2'","50'","","Northeast","9,600'","40.599918171156, -111.573489891610",NA,NA,NA,NA,NA,NA
"2019-12-01","Salt Lake","Days Draw","Skier","","","","","","Northeast","9,600'","40.614385814151, -111.643851983730",NA,NA,NA,NA,NA,NA
"2019-12-03","Salt Lake","Jaws","Natural","","Facets","2.5'","80'","","North","9,800'","",NA,NA,NA,NA,NA,NA
"2019-12-01","Salt Lake","Cardiac Bowl","Unknown","","Facets","","","","Northeast","11,000'","40.594060863384, -111.665210711070",NA,NA,NA,NA,NA,NA
"2019-12-03","Logan","Miller Bowl","Skier","Unintentionally Triggered","Facets","2'","150'","400'","North","8,800'","41.886811611495, -111.646908927650",NA,NA,NA,NA,NA,NA
"2019-12-05","Salt Lake","Cardiff Bowl","Skier","","","4""","50'","","Southeast","","40.592543500741, -111.648834752420",NA,NA,NA,NA,NA,NA
"2019-12-05","Salt Lake","Patsy Marly","Snowboarder","","","3'","40'","","North","10,000'","",NA,NA,NA,NA,NA,NA
"2019-12-06","Salt Lake","Sunset Peak","Unknown","","Facets","","","","North","10,200'","",NA,NA,NA,NA,NA,NA
"2019-11-28","Salt Lake","West Desolation Ridge","Natural","","","","200'","","North","9,400'","40.656003922105, -111.611791121260",NA,NA,NA,NA,NA,NA
"2019-12-07","Logan","Egan Basin","Snowmobiler","Unintentionally Triggered","Facets","15""","50'","100'","Northeast","9,000'","42.051268398352, -111.581912027920",2,2,1,NA,NA,NA
"2019-12-07","Salt Lake","Lanes Leap","Snowboarder","Remotely Triggered","Facets","2'","200'","300'","Northeast","9,600'","40.604028351967, -111.568127127200",NA,NA,NA,NA,NA,NA
"2019-11-30","Uintas","Uintas","Natural","","Depth Hoar","3'","800'","300'","Northeast","10,500'","40.844982648643, -111.004185663860",NA,NA,NA,NA,NA,NA
"2019-12-09","Salt Lake","Toledo Chutes","Skier","","","","30'","","Southeast","10,200'","40.597408715785, -111.647540855050",NA,NA,NA,NA,NA,NA
"2019-12-08","Salt Lake","Wall of Voodoo","Skier","Unintentionally Triggered","Facets","20""","","","Northeast","9,400'","40.664835934358, -111.598671757670",NA,NA,NA,NA,NA,NA
"2019-11-30","Skyline","Philadelphia Flats","Snowmobiler","","Facets","2'","100'","80'","","","",NA,NA,NA,NA,NA,NA
"2019-11-29","Salt Lake","Big Cottonwood Canyon","Natural","","Facets","2.5'","100'","100'","Northeast","9,200'","40.650673573548, -111.617918001730",NA,NA,NA,NA,NA,NA
"2019-12-10","Salt Lake","Bonkers","Natural","","Ground Interface","2'","50'","400'","Northeast","9,200'","",NA,NA,NA,NA,NA,NA
"2019-12-10","Salt Lake","Diving Board","Natural","","","","45'","","Northeast","9,500'","",NA,NA,NA,NA,NA,NA
"2019-12-12","Salt Lake","Suicide Chute","Skier","","","8""","20'","","Southeast","","",NA,1,NA,NA,NA,NA
"2019-11-28","Skyline","BBQ Bowl","Natural","","Facets","2'","250'","600'","Northeast","10,300'","39.507834202857, -111.319377409570",NA,NA,NA,NA,NA,NA
"2019-11-28","Skyline","Main Bowl","Natural","","Facets","2'","100'","400'","North","10,300'","39.503463439560, -111.313154684670",NA,NA,NA,NA,NA,NA
"2019-11-28","Skyline","Acord Fork","Natural","","Facets","2'","80'","200'","North","10,400'","39.402594740827, -111.382119642850",NA,NA,NA,NA,NA,NA
"2019-12-13","Uintas","Uintas","Unknown","","","3.5'","50'","","Northwest","9,900'","40.996484013747, -113.831062303790",NA,NA,NA,NA,NA,NA
"2019-12-13","Salt Lake","West Monitor","Natural","Cornice Triggered","Facets","20""","80'","800'","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2019-12-13","Salt Lake","Figure 8 Hill","Skier","Unintentionally Triggered","","3'","90'","","Northeast","9,900'","40.591852529229, -111.604134800150",1,1,1,NA,NA,NA
"2019-12-14","Salt Lake","Flagstaff Ridge","Skier","","Density Change","12""","70'","","Southeast","9,300'","40.602484145722, -111.639504755160",NA,NA,NA,NA,NA,NA
"2019-12-13","Salt Lake","Porter Fork","Skier","Unintentionally Triggered","Facets","2.5'","50'","","Northeast","9,000'","",NA,NA,NA,NA,NA,NA
"2019-12-14","Salt Lake","Thousand Turns Gulley","Skier","Remotely Triggered","Density Change","10""","175'","250'","Northeast","9,800'","40.590943390531, -111.603839436950",NA,NA,NA,NA,NA,NA
"2019-12-14","Salt Lake","Cardiff Pass","Unknown","","","8""","300'","","Northeast","9,600'","",NA,NA,NA,NA,NA,NA
"2019-12-14","Salt Lake","Twin Lakes area","","Sympathetic Release","Facets","3'","50'","","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2019-12-14","Uintas","Uintas","Skier","","","1""","100'","","Northeast","9,700'","",NA,NA,NA,NA,NA,NA
"2019-12-14","Logan","Garden City Bowl, the Gut","Skier","Unintentionally Triggered","New Snow","12""","20'","100'","Southeast","8,300'","41.973530100008, -111.482820498110",NA,NA,NA,NA,NA,NA
"2019-12-14","Logan","Chicken Hill","Hiker","","","8""","10'","","Northeast","8,500'","41.913838724757, -111.627573954180",NA,NA,NA,NA,NA,NA
"2019-12-14","Salt Lake","Twin Lakes Pass","Skier","","","18""","300'","","East","9,800'","",NA,NA,NA,NA,NA,NA
"2019-12-14","Salt Lake","Twin Lakes Pass","Skier","","","2'","1,500'","","East","10,000'","",NA,NA,NA,NA,NA,NA
"2019-12-14","Salt Lake","Pole Line Pass","Natural","","","15""","200'","","Southeast","","",NA,NA,NA,NA,NA,NA
"2019-12-15","Salt Lake","Toledo Chutes","","","","","25'","","Southeast","10,100'","",NA,1,NA,NA,NA,NA
"2019-12-14","Logan","Old Logway","Natural","Cornice Triggered","New Snow","","150'","1,250'","East","9,000'","41.672527148997, -112.024412142290",NA,NA,NA,NA,NA,NA
"2019-12-14","Salt Lake","West Monitor","Natural","Cornice Triggered","Facets","2'","90'","800'","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2019-12-15","Salt Lake","Squaretop","Natural","","","20""","175'","","","","",NA,NA,NA,NA,NA,NA
"2019-12-14","Logan","Miller Bowl, East","Unknown","Remotely Triggered","Facets","3.5'","175'","500'","North","8,700'","41.886304419385, -111.644933210920",NA,NA,NA,NA,NA,NA
"2019-12-14","Logan","Central Wood Camp Bowls","Natural","","Facets","3'","","2,000'","East","8,500'","41.820902843868, -111.682484137130",NA,NA,NA,NA,NA,NA
"2019-12-15","Uintas","Uintas","Skier","","","4.5'","125'","","Northeast","9,800'","40.749502319050, -111.135233031880",NA,NA,NA,NA,NA,NA
"2019-12-14","Logan","Providence Peak","Natural","","Facets","3.5'","600'","700'","Northeast","9,500'","41.705600356868, -111.712782370160",NA,NA,NA,NA,NA,NA
"2019-12-14","Logan","Naomi Peak, East Face Area","Natural","","Facets","4'","600'","","Northeast","9,700'","41.910708972659, -111.674265848700",NA,NA,NA,NA,NA,NA
"2019-12-14","Logan","Cornice Ridge","Natural","","Facets","4'","400'","","Northeast","9,400'","41.892534216647, -111.661605822160",NA,NA,NA,NA,NA,NA
"2019-12-14","Logan","Tony Grove Lake","Natural","","","","60'","","East","8,400'","41.896016248861, -111.646242128910",NA,NA,NA,NA,NA,NA
"2019-12-14","Salt Lake","Reynolds Pk","Natural","","","","","","East","9,400'","",NA,NA,NA,NA,NA,NA
